Image,Titre,Duree,Description,Nbjoueur
https://cdn3.philibertnet.com/534803-thickbox_default/tres-fute-a-la-puissance-trois-challenge-bloc.jpg,Très Futé à la Puissance Trois - Challenge bloc,,"Ce bloc contient de nouveaux défis pour tous les fans de Très Futé à la Puissance Trois. Les règles sont globalement les mêmes, mais fonctionnent légèrement différemment/","

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/541025-thickbox_default/long-shot-the-dice-game.jpg,Long Shot : The Dice Game,"
moins de 30mn
","Dans Long Shot : The Dice Game, vous et jusqu'à sept autres joueurs allez élaborer des stratégies pour gagner la course de chevaux.","

1 à 8 joueur(s)

"
https://cdn2.philibertnet.com/542617-thickbox_default/dollars-wanted.jpg,Dollars Wanted,"
moins de 30mn
","Bandits avides de dollars, vous braquez banques, casinos, saloons et autres magasins avec vos complices. Chaque bâtiment nécessite des équipements spécifiques : préparez-vous bien et déclenchez votre attaque au bon moment pour amasser un sacré paquet de dollars !","

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/551228-thickbox_default/age-of-galaxy.jpg,Age of Galaxy,"
30mn à 1h
","Age of Galaxy est un jeu stratégique dans la lignée de Age of Civilization, dans lequel les joueurs prennent le contrôle d'une alliance interstellaire.","

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/571744-thickbox_default/zombie-kidz-flashback.jpg,Flashback: Zombie Kidz,"
moins de 30mn
",Flashback: Zombie Kidz est un jeu d’enquête par images. Partez à l’aventure et coopérez en famille ou entre enfants dans un voyage figé dans le temps. Votre mission: déjouer les plans diaboliques des zombies !,"

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/552750-thickbox_default/paper-tales-edition-integrale.jpg,Paper Tales: Edition Intégrale,"
30mn à 1h
",Cette édition de Paper Tales contient le jeu de base ainsi que ses deux extensions Au Delà des Portes et Ce qui Forge les Légendes.,"

1 à 7 joueur(s)

"
https://cdn3.philibertnet.com/556004-thickbox_default/idavoll.jpg,Nidavellir - Idavoll,"
30mn à 1h
","Idavoll est la deuxième extension de Nidavellir. Intègrant de nouveaux personnages sur les trois premiers tours de l’âge 1, l'extension ajoute de nouveaux pouvoirs et de nouvelles stratégies.","

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/562679-thickbox_default/steamwatchers-spark-of-hope-fr.jpg,Steamwatchers - Spark of Hope FR,"
1 à 2h
","Avec l'extension Steamwatchers - Spark of Hope, vous pourrez utiliser des structures mobiles, les Caravanes, pour rendre votre Clan plus fort et plus influent.","

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/564020-thickbox_default/mon-p-tit-everdell.jpg,Mon P'tit Everdell,"
moins de 30mn
","Mon P'tit Everdell pourrait être ""mon premier jeu de placement d'ouvriers"", ""mon premier jeu de gestions de ressources"" et ""mon premier jeu de tableau de cartes"" réunis dans l'univers onirique d'Everdell afin de rassembler petits (à partir de 6 ans) et grands autour de la table.","

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/567836-thickbox_default/gosu-x.jpg,Gosu X,"
30mn à 1h
",Gosu X est un jeu de cartes et de combinaisons où les joueurs construisent leur armée à l'aide des cartes de leur deck. Ce deck est formé de 3 clans choisis en début de partie via une phase de draft. Et les 2 clans non choisis modifient les règles du jeu !,"

2 joueur(s)

"
https://cdn2.philibertnet.com/570310-thickbox_default/le-gran-mechant-monstre.jpg,Le Grand Méchant Monstre,"
moins de 30mn
","C’est la rentrée à l’école des Monstres ! Les élèves sont tous prêts à se mettre au travail pour dessiner le monstre le plus effrayant de l’école, et gagner ainsi le titre de Grand méchant monstre !","

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/571519-thickbox_default/nimalia.jpg,Nimalia,"
moins de 30mn
","Créez la plus belle réserve animalière, où tous les animaux vivent en harmonie. Disposez vos cartes animaux en respectant les objectifs successifs, différents à chaque partie. Ils vous feront gagner des points à chaque manche. Saurez-vous bâtir la meilleure des réserves ?","

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/578930-thickbox_default/roll-n-bump.jpg,Roll'n Bump,"
moins de 30mn
",Roll’n Bump est un jeu de collection et de dés qui reprend le principe du Yams et dans lequel les joueurs lancent leurs dés pour essayer de réaliser les combinaisons indiquées sur les cartes.,"

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/584296-thickbox_default/castles-of-mad-king-ludwig.jpg,Castles of Mad King Ludwig,"
1 à 2h
",Qui construira le plus beau château ?,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/601091-thickbox_default/donjon-procrastination-booster-serie-i.jpg,Donjon & Procrastination - Booster Série I,"
moins de 30mn
",Améliore ta collection et ton deck de jeu avec de nouvelles cartes de Série I,"

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/588365-thickbox_default/shadows-over-normandie-cthulhu-mythos-set-call-1.jpg,Shadows over Normandie - Cthulhu Mythos Set : Call 1,,"Certains pensaient qu’avec la destruction du village Profond, la paix était revenue sur la Normandie et que les ombres de la Folie s’étaient dispersées.","

2 joueur(s)

"
https://cdn3.philibertnet.com/588326-thickbox_default/here-to-slay-bretteurs-et-druides.jpg,Here to Slay - Bretteurs et Druides,"
30mn à 1h
","Laissez parler vos armes et manipulez les forces de la nature grâce à cette extension pour Here to Slay, qui propose de nouveaux Héros et Chefs de Groupe ainsi que des Monstres toujours plus dangereux !","

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/588419-thickbox_default/totemic.jpg,Totemic,"
moins de 30mn
",Totemic est un jeu de cartes pour deux joueurs où vous devrez gagner votre place dans le monde naturel grâce à votre animal totem.,"

2 joueur(s)

"
https://cdn1.philibertnet.com/588829-thickbox_default/from-the-moon.jpg,From the Moon,"
1 à 2h
","Dans From the Moon, les joueurs dirigent des factions menant des missions spatiales au départ de la Lune afin d'aider l'humanité à survivre ailleurs dans la galaxie. En effet, le sort de la Terre est scellé et le temps presse !","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/589378-thickbox_default/dossiers-criminels-les-fantomes-de-brandonsbury.jpg,Dossiers Criminels - Les Fantômes de Brandonsbury,"
1 à 2h
",Dossiers Criminels - Les Fantômes de Brandonsbury est une enquête collaborative dans laquelle vous devrez analyser des documents et résoudre des énigmes afin de mener à bien votre enquête !,"

1 à 6 joueur(s)

"
https://cdn2.philibertnet.com/614485-thickbox_default/bunny-kingdom-bunny-express.jpg,Bunny Kingdom - Bunny Express,"
30mn à 1h
",Embarquez à bord du Bunny Express et partez à la conquête de l'Ouest dans cette micro extension pour Bunny Kingdom.,"

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/597902-thickbox_default/gwardians-sleeves-premium-45-x-68mm-100p.jpg,Gwardians Sleeves Premium - 45 x 68mm - 100p,,Pack de 100 protège-cartes 80 microns au format mini euro pour vos cartes de dimension 45 x 68mm.,
https://cdn3.philibertnet.com/593865-thickbox_default/cartaventura-trois-mousquetaires.jpg,Cartaventura : Trois Mousquetaires - L'Honneur de la Reine,"
30mn à 1h
","Cartaventura : Trois Mousquetaires - L'Honneur de la Reine est une collection de mini-aventures dont vous êtes le héros, inspirée par l'univers du film éponyme. À l'aide de cartes qui proposent différentes options, voyagez, explorez et faites les bonnes rencontres afin d’offrir la meilleure fin possible au héros que vous incarnez.","

1 à 6 joueur(s)

"
https://cdn1.philibertnet.com/596360-thickbox_default/summoner-wars-la-bataille-des-6-armees-premier-cycle.jpg,Summoner Wars Premier Cycle : Le Cycle de la Lune,"
30mn à 1h
",Summoner Wars: La Bataille des 6 Armées - Premier Cycle comprend 6 factions complètes pour le jeu Summoner Wars.,"

2 joueur(s)

"
https://cdn2.philibertnet.com/598952-thickbox_default/black-rose-wars-renaissance-extension-la-terreur-de-la-forge.jpg,Black Rose Wars : Renaissance - Extension La Terreur de la Forge,"
1 à 2h
",Black Rose Wars : Renaissance - Extension La Terreur de la Forge est une extension pour Black Rose Wars : Renaissance.,"

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/606811-thickbox_default/20-strong-cartes-promo-tanglewoods.jpg,20 Strong - Cartes Promo Tanglewoods,,Obtenez les cartes promo Tanglewood de 20 Strong !,
https://cdn3.philibertnet.com/610876-thickbox_default/qawale-mini.jpg,Qawale Mini,"
moins de 30mn
",Qawale Mini est la version miniature de Qawale.,"

2 joueur(s)

"
https://cdn1.philibertnet.com/613528-thickbox_default/shikoku-1889.jpg,Shikoku 1889,"
3 à 4h
","Shikoku 1889, un jeu 18xx dans la série initiée par 1829 de Francis Tresham, se déroule à Shikoku au Japon. Les règles sont similaires à celles de 1830 : Railways & Robber Barons sur une carte plus petite et avec plus de terrain.","

2 à 6 joueur(s)

"
https://cdn3.philibertnet.com/615879-thickbox_default/feralis-en-terres-obscures-la-foret-sauvage.jpg,Feralis - En Terres Obscures : La Forêt Sauvage,"
30mn à 1h
","Feralis - En Terres Obscures : La Forêt Sauvage ajoute une nouvelle faction, les Rostus, un nouvel Aesyr, Rhen - le Boucher et 10 nouvelles compétences divines.","

2 joueur(s)

"
https://cdn2.philibertnet.com/615887-thickbox_default/feralis-en-terres-obscures-le-regne-des-cretes.jpg,Feralis - En Terres Obscures : Le Règne des Crètes,"
30mn à 1h
","Feralis - En Terres Obscures : Le Règne des Crètes ajoute une nouvelle faction, les Korel, un nouvel Aesyr, Thoron - l'Impitoyable et 10 nouvelles compétences divines.","

2 joueur(s)

"
https://cdn3.philibertnet.com/615987-thickbox_default/hidden-games-no-4-sur-le-fil.jpg,Hidden Games No. 4 - Sur le Fil,"
2 à 3h
",Un terrible accident s'est produit au cirque Monelli. Mais était-ce bien un accident ? Les membres du cirque semblent dissimuler de nombreux secrets...Devenez de véritables enquêteurs en coopération et lancez-vous dans une chasse multidimensionnelle des coupables !,"

1 à 6 joueur(s)

"
https://cdn3.philibertnet.com/616417-thickbox_default/spark-riders-3000-edition-rider.jpg,Spark Riders 3000 - Edition Rider,"
30mn à 1h
",Incarnez les membres d’équipage du vaisseau Spark dans ce jeu hybride solo/coopératif de survie dans l’espace de 1 à 4 joueurs.,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/616993-thickbox_default/123-faufile-toi.jpg,"1,2,3 Faufile-Toi","
moins de 30mn
",Des ratons laveurs se frayent un chemin et essayent de chaparder toutes sortes de choses. Attention à ne pas se faire repérer par les petits jardiniers. Ils ont fermé la fenêtre : c’est le moment de se faufiler !,"

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/617781-thickbox_default/mage-noir-glace.jpg,Mage Noir - Glace,"
moins de 30mn
",Cette extension apporte de nombreuses nouvelles possibilités de construction de decks pour Mage Noir.,"

2 joueur(s)

"
https://cdn1.philibertnet.com/617785-thickbox_default/mage-noir-electrique.jpg,Mage Noir - Electrique,"
moins de 30mn
",Cette extension apporte de nombreuses nouvelles possibilités de construction de decks pour Mage Noir.,"

2 joueur(s)

"
https://cdn2.philibertnet.com/620080-thickbox_default/middle-ages.jpg,Middle Ages,"
moins de 30mn
",Développez votre fief tuile par tuile pour devenir le noble le plus riche du royaume !,"

2 à 8 joueur(s)

"
https://cdn3.philibertnet.com/518554-thickbox_default/jamaica.jpg,Jamaica,"
1 à 2h
","Jamaica est un jeu de course tactique sur le thème des pirates, avec des interactions entre joueurs et des buts secondaires, comme par exemple faire un détour pour obtenir un trésor.","

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/405993-thickbox_default/bang.jpg,Bang!,"
30mn à 1h
","Avec le jeu Bang !, devenez Shérif, Hors-la-loi ou Renégat et triomphez de vos adversaires ! Un jeu de cartes à l'ambiance survoltée dans l'univers du Far West !","

4 à 7 joueur(s)

"
https://cdn3.philibertnet.com/308327-thickbox_default/shadow-hunters.jpg,Shadow Hunters,"
1 à 2h
","Dans Shadow hunters, voyagez de continent en continent, identifiez vos alliés, collectez les puissants artefacts puis démasquez vos adversaires… et éliminez-les.","

4 à 8 joueur(s)

"
https://cdn3.philibertnet.com/310945-thickbox_default/munchkin-vf-2eme-ed-.jpg,Munchkin,"
1 à 2h
","Trucidez les monstres, étrillez les dragons, sauvez les princesses... mais surtout explorez chaque pièce du donjon. Munchkin est un jeu pour les aventuriers amoureux de la castagne !","

3 à 6 joueur(s)

"
https://cdn3.philibertnet.com/540299-thickbox_default/jamaica-the-crew.jpg,Jamaica : The Crew,"
30mn à 1h
",The Crew est une extension pour le jeu Jamaica. Recrutez votre équipage pour renouveler votre expérience de Jamaica grâce aux 20 nouveaux personnages.,"

2 à 6 joueur(s)

"
https://cdn1.philibertnet.com/384925-thickbox_default/reworld-vf.jpg,Reworld,"
1 à 2h
","Dans Reworld, les joueurs tentent de façonner une planète nouvellement découverte et, pour faire cela, ils doivent utiliser des robots de terraformation pour créer de nouvelles villes et des navettes pour fournir les en matériaux.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/401263-thickbox_default/hero-realms-deck-de-heros-guerrier.jpg,Hero Realms - Deck de Héros : Guerrier,,Les Decks de Héros remplacent le paquet de départ du joueur afin de jouer un type de personnage particulier.,"

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/440460-thickbox_default/galerapagos-extension-tribu-et-personnages.jpg,Galerapagos extension : Tribu et Personnages,"
moins de 30mn
","Dans ce jeu semi-coopératif, les joueurs forment un groupe de rescapés sur une île déserte après le naufrage d'un bateau. Afin de s'en sortir, les survivants n'ont d'autre choix que de s'unir dans la construction d'un radeau.","

3 à Plus de 10 joueurs

"
https://cdn2.philibertnet.com/442946-thickbox_default/on-mars.jpg,On Mars,"
2 à 3h
","On Mars est un jeu de placement de tuiles et de gestion de territoire. Alors que la colonisation de la belle rouge a débuté, vous êtes chargé d'établir une importante colonie dirigée par une organisation terrestre, le D.O.M.E. (Department of Operations for Mars Exploration).","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/504904-thickbox_default/citadel-contrast-aggaros-dunes-18ml.jpg,Citadel : Contrast - Aggaros Dunes (18ml),,"Pot de peinture acrylique de la gamme ""Contrast"" (18ml)",
https://cdn1.philibertnet.com/504959-thickbox_default/citadel-contrast-wyldwood-18ml.jpg,Citadel : Contrast - Wyldwood (18ml),,"Pot de peinture acrylique de la gamme ""Contrast"" (18ml)",
https://cdn1.philibertnet.com/451409-thickbox_default/marvel-champions-le-jeu-de-cartes.jpg,Marvel Champions : Le Jeu De Cartes,"
30mn à 1h
",Marvel Champions JCE est un jeu de cartes évolutif. Cette boîte de base contient tout ce dont vous avez besoin pour disputer vos premières parties. Les super-vilains sèment le chaos un peu partout sur Terre ! Le monde a besoin de héros pour arrêter ces êtres diaboliques.,"

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/460124-thickbox_default/res-arcana-extension-lux-et-tenebrae.jpg,Res Arcana - Extension Lux Et Tenebrae,"
30mn à 1h
","Lux Et Tenebrae est une extension pour le jeu Res Arcana qui ajoute 4 nouveaux lieux de pouvoir, 12 artefacts, 4 mages, 4 monuments et 2 objets magiques.","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/464950-thickbox_default/nidavellir.jpg,Nidavellir,"
30mn à 1h
","Dans Nidavellir, les joueurs et joueuses incarnent des Elvalands envoyés par le Roi des Nains sur les routes du royaume afin de former une armée capable de battre le dragon Fafnir.","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/486879-thickbox_default/shards-of-infinity.jpg,Shards Of Infinity,"
30mn à 1h
","Imaginé par les créateurs de Ascension - Deckbuilding, Shards of Infinity combine un jeu de stratégie et de personnalisation concentrés dans une petite boîte.","

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/492055-thickbox_default/tiny-acrobats.jpg,Tiny Acrobats,"
moins de 30mn
","Acrobates, têtes d’affiches, numéros spéciaux et animaux sauvages sont au rendez-vous dans ce jeu d’adresse fun et familial aux règles faciles et rapides à prendre en main.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/493449-thickbox_default/ole-guacamole.jpg,Olé Guacamolé,"
moins de 30mn
","Olé Guacamolé est un jeu d'apéro, simple et rapide, dans lequel vous devez trouver des associations de mots sans utiliser des termes qui possèdent l'une des lettres présentes au centre de la table.","

2 à 8 joueur(s)

"
https://cdn2.philibertnet.com/496491-thickbox_default/clank-la-grande-aventure.jpg,Clank! - La Grande Aventure,"
1 à 2h
","La Grande Aventure est une extension pour Clank!, grâce à laquelle vous pourez désormais jouer jusqu’à 6 joueurs. Découvrez également 2 nouvelles mécaniques et des objectifs individuels dans l’univers de Clank!.","

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/510272-thickbox_default/everdell-extension-bellfaire.jpg,Everdell : Extension Bellfaire,"
30mn à 1h
","Bellfaire est une extension pour le jeu à succès Everdell , qui comprend un nouveau plateau, le Marché qui apporte de nouvelles mécaniques de jeu et de nouvelles cartes et vous permet enfin de jouer jusqu'à 6 joueurs !","

1 à 6 joueur(s)

"
https://cdn3.philibertnet.com/512399-thickbox_default/almadi.jpg,Almadi,"
30mn à 1h
","Dans Almadi, les joueurs construisent un royaume en disposant des tuiles de paysage pour plaire au sultan Shahryar. Le joueur qui aura marqué le plus de points à la fin de la partie sera le vainqueur.","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/518492-thickbox_default/mur-d-hadrien.jpg,Mur d'Hadrien,"
1 à 2h
","Dans ce jeu développement de cité de type flip & write, les joueurs incarnent un des six généraux romains chargés de la construction d'un château fort et d'un mur d'enceinte.","

1 à 6 joueur(s)

"
https://cdn3.philibertnet.com/525026-thickbox_default/pieces-metal-pax-pamir.jpg,Pièces Métal - Pax Pamir,,"Set de 40 pièces en métal, au design historique avec sac en tissu fait exclusivement pour le jeu Pax Pamir.",
https://cdn3.philibertnet.com/527261-thickbox_default/platypus.jpg,Platypus,"
moins de 30mn
","Acide? Dangereuse? Énervante? Une vendeuse de voitures ! Comestible? Rapide? Souple? Captain America ou une autruche? Dans Platypus, les joueurs coopèrent pour éliminer progressivement les mauvais mots, afin de trouver et d'identifier le Platypus grâce à leurs cartes Adjectif.","

3 à 8 joueur(s)

"
https://cdn3.philibertnet.com/537541-thickbox_default/summoner-wars-master-set.jpg,Summoner Wars: Master Set,"
30mn à 1h
",Summoner Wars est un jeu stratégique d'affrontement pour deux joueurs. Facile à prendre en main mais riche en stratégies!,"

2 joueur(s)

"
https://cdn3.philibertnet.com/539567-thickbox_default/farm-furious.jpg,Farm & Furious,"
moins de 30mn
","Un jeu de course de relais dans la Basse-Cour, faites entrer en course vos animaux au bon moment pour utiliser leurs capacités judicieusement et vous pourrez passer la ligne d'arrivée en grand vainqueur !","

2 à 5 joueur(s)

"
https://cdn2.philibertnet.com/541661-thickbox_default/maquis.jpg,Maquis,"
30mn à 1h
","Maquis est un jeu de placement d'ouvriers en solitaire d'une durée d'environ 30 minutes, dans lequel vous devrez remplir des missions pour la Résistance en positionnant ses membres aux endroits stratégiques.","

1 joueur(s)

"
https://cdn3.philibertnet.com/542012-thickbox_default/too-many-bones-premium-health.jpg,Too Many Bones - Premium Health,,Ne faites jamais d'économies sur votre santé avec ces jetons premium!,
https://cdn3.philibertnet.com/548674-thickbox_default/kwatro.jpg,Kwatro,"
moins de 30mn
","Kwatro est un jeu de cartes de placement stratégique ou vous devrez aligner des cartes selon leur couleur, forme ou nombre, afin de gagner des points.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/551082-thickbox_default/squid-game.jpg,Squid Game,"
30mn à 1h
","Squid Game est un jeu survie passionnant, basé sur la série Netflix du même nom. Avec votre propre équipe, vous devez affronter les équipes de vos adversaires au cours de 6 jeux mortels !","

3 à 6 joueur(s)

"
https://cdn1.philibertnet.com/552535-thickbox_default/namiji.jpg,Namiji,"
30mn à 1h
","Namiji, jeu d'Antoine Bauza, est le successeur de Tokaido et se déroule dans le même univers. Dans Namiji, vous partirez en bateau de pêche et découvrirez nombre de merveilles marines.","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/554071-thickbox_default/colt-express-convoyeurs-train-blinde.jpg,Colt Express - Convoyeurs & Train blindé,"
30mn à 1h
","Convoyeurs & Train blindé est une extension pour le jeu Colt Express comprenant un deuxième train 3D, deux nouveaux bandits, un double mode par équipe avec ou sans trahison et un Bandit IA.","

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/559664-thickbox_default/enchanters-neoprene-kit.jpg,Enchanters - Neoprene Kit,,Jouez avec style en utilisant ce magnifique ensemble de tapis en néoprène pour Enchanters !,
https://cdn3.philibertnet.com/566550-thickbox_default/demain-tu-m-as-tue.jpg,Demain Tu M'as Tué,"
moins de 30mn
",Demain Tu M'as Tué est un jeu narratif abstrait sur le temps et le meurtre qui introduit de nouveaux scénarios avec des règles et des composants uniques au fur et à mesure que vous jouez.,"

2 joueur(s)

"
https://cdn3.philibertnet.com/569610-thickbox_default/villainous-plus-grands-plus-mechants.jpg,"Villainous - Plus Grands, Plus Méchants","
30mn à 1h
","Villainous - Plus Grands, Plus Méchants est la 5ème extension de Villainous, jouable seule ou en la combinant avec les autres extensions de la gamme Villainous. Chaque joueur prend le contrôle d'un des trois personnages Disney, chacun étant un méchant dans un film Disney différent.","

2 à 3 joueur(s)

"
https://cdn3.philibertnet.com/578577-thickbox_default/final-girl-cauchemar-sur-maple-lane.jpg,Final Girl: Cauchemar sur Maple Lane,"
30mn à 1h
","Final Girl: Cauchemar sur Maple Lane est une extension pour le jeu solo Final Girl, qui met le joueur dans la peau d'une protagoniste féminine d'un film d'horreur qui doit vaincre le tueur si elle veut survivre.","

1 joueur(s)

"
https://cdn2.philibertnet.com/584406-thickbox_default/foxy.jpg,Foxy,"
moins de 30mn
","Foxy, l’astucieux Renard, vous emmène en ballade au milieu de 4 environnements : la Mer, la Savane, la Campagne et la Forêt. Observez bien les paysages environnants, et restez attentifs pour vous souvenir au mieux de tous les animaux croisés sur votre chemin.","

1 à 5 joueur(s)

"
https://cdn3.philibertnet.com/584311-thickbox_default/redwood.jpg,Redwood,"
30mn à 1h
",Redwood est un jeu de collection et de programmation sur le thème de la nature dans lequel les joueurs doivent prendre des photos d'animaux sauvages et composer le plus beau des panorama.,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/588286-thickbox_default/ma-premiere-aventure-en-quete-du-dragon-version-longue.jpg,Ma Première Aventure - En Quête du Dragon Version Longue,"
moins de 30mn
","Ma Première Aventure est une gamme de livre jeunesse qui explore des univers différents pour une lecture de 15 minutes. Dans En quête du dragon, l'enfant parcourra le monde pour trouver et adopter un dragon...","

1 à 2 joueur(s)

"
https://cdn1.philibertnet.com/588641-thickbox_default/arackhan-wars-ombre-dansante.jpg,AracKhan Wars - Ombre Dansante,"
30mn à 1h
","Ombre Dansante est une extension pour le jeu AracKhan Wars contenant 76 cartes, dont pour chacune des 4 factions : l’Ordre Gris, le Fléau, les Nakka et les Terres Blanches. Ces cartes vous permettront de construire et d’améliorer vos propres decks, libérant ainsi vos instincts créatifs !","

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/588810-thickbox_default/kids-chronicles-la-prophetie-du-vieux-chene.jpg,Kids Chronicles - La Prophétie du Vieux Chêne,"
30mn à 1h
","Kids Chronicles est un jeu d’aventure et d’enquête, familial et coopératif, combinant un jeu de plateau à une application mobile","

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/590163-thickbox_default/path-of-civilization.jpg,Path of Civilization,"
1 à 2h
",Path of Civilization est un jeu de gestion et d'actions simultanées dans lequel les joueurs choisissent une civilisation et créent leur propre histoire. Le jeu dispose d'une grande rejouabilité.,"

1 à 5 joueur(s)

"
https://cdn3.philibertnet.com/589842-thickbox_default/black-rose-wars-renaissance-boite-de-base.jpg,Black Rose Wars : Renaissance - Boîte de Base,"
1 à 2h
","Black Rose Wars : Renaissance - Boîte de Base est un jeu fantastique compétitif de deck-building, de stratégie et de combat qui se déroule dans l'univers trépidant de Nova Aetas en Italie.","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/592693-thickbox_default/1920-wall-street.jpg,1920 Wall Street,"
, 1 à 2h
","Dans 1920 Wall Street, anticipez le cours de la bourse et le cours de l’Histoire.","

2 à 5 joueur(s)

"
https://cdn2.philibertnet.com/597893-thickbox_default/gwardians-sleeves-premium-80-x-80mm-100p.jpg,Gwardians Sleeves Premium - 80 x 80mm - 100p,,Pack de 100 protège-cartes 80 microns au format Big Square (carré) pour vos cartes de dimension 80 x 80mm.,
https://cdn2.philibertnet.com/598940-thickbox_default/black-rose-wars-renaissance-extension-masque-funebre.jpg,Black Rose Wars : Renaissance - Extension Masque Funèbre,"
1 à 2h
",Black Rose Wars : Renaissance - Extension Masque Funèbre est une extension pour Black Rose Wars : Renaissance.,"

1 à 6 joueur(s)

"
https://cdn3.philibertnet.com/599133-thickbox_default/maudits-cadeaux-pack-collection-complete.jpg,Maudits Cadeaux - Pack Collection complète,"
moins de 30mn
",Pack contenant 1 jeu de base + toutes les autres cartes au moins 1x (hors édition limitée),"

2 à 6 joueur(s)

"
https://cdn1.philibertnet.com/603528-thickbox_default/quickity-pickity.jpg,Quickity Pickity,"
moins de 30mn
","C'est la saison des récoltes ! Cherchez des fruits, faites de beaux ensembles et récoltez de l'argent ! Dès 6 ans.","

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/606507-thickbox_default/andor-junior-le-danger-des-ombres.jpg,Andor Junior - Le Danger des Ombres,"
30mn à 1h
",La première extension majeure d'Andor Junior pour encore plus de plaisir dans un monde fantastique unique. Restez unis et gagnez contre le jeu !,"

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/607167-thickbox_default/maps-of-misterra.jpg,Maps of Misterra,"
30mn à 1h
","Vous incarnez des explorateurs à la découverte d'une île mystique et inconnue. Votre but : explorer l'île, remplir vos objectifs personnels cachés tout en proposant une cartographie correcte de l'île pour gagner un maximum de points.","

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/616790-thickbox_default/mythic-battles-ragnarok-stretch-goals.jpg,Mythic Battles: Ragnarök + Stretch Goals,"
1 à 2h
","Le Ragnarök est arrivé ! Décidez du sort des Neuf Mondes en dirigeant dieux, héros et monstres dans ce jeu d'aventure et d'escarmouche pour 2 à 4 joueurs !","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/617840-thickbox_default/orcquest-warpath.jpg,OrcQuest Warpath,"
1 à 2h
","OrcQuest Warpath offre une expérience de jeu coopératif conçue pour 1 à 4 aventuriers.Le jeu comprend plus de dix scénarios sur des tuiles modulaires recto-verso, mettant à l’épreuve la furtivité, la collaboration et les compétences propres aux Orcs","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/577404-thickbox_default/hyper-fute-bloc-de-score.jpg,Hyper futé - Bloc de score,,Ce bloc contient 75 feuilles de scores supplémentaires pour Hyper futé.,
https://cdn3.philibertnet.com/387333-thickbox_default/carcassonne-marchands-et-batisseurs.jpg,Carcassonne : Extension 2 - Marchands et bâtisseurs,"
30mn à 1h
","Marchands et bâtisseurs est la deuxième extension du très populaire jeu Carcassonne qui ajoute une toute nouvelle dimension. Dans Carcassonne, construisez un paysage, puis tentez de contrôler un maximum de territoires.","

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/462707-thickbox_default/age-de-pierre-l-.jpg,Age de pierre (L'),"
1 à 2h
","L’Âge de Pierre est une passionnante aventure dans le passé qui lance les joueurs dans une époque rude et sans pitié. Récoltez bois, pierre et or à l’aide d’outils plus ou moins rudimentaires.","

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/554899-thickbox_default/mow-boite-a-meuh-.jpg,Mow - Boite à Meuh !,"
30mn à 1h
","Simple, rapide et fun, MOW est un jeu familial qui permet de rassembler jusqu’à 10 joueurs autour de la table. Le joueur avec le moins de mouches dans son étable à la fin est déclaré vainqueur.","

2 à 10 joueur(s)

"
